Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[single cell well quality]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[strain]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[spike-in addition]	Factor Value[phenotype]	Factor Value[block]
21633_5#37	ERS1628657	SAMEA103939489	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#37	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#37	sequencing assay	ERX1958635	21633_5#37_1.fq.gz	21633_5#37_1.fq.gz	ERR1898245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898245/ERR1898245_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#37	ERS1628657	SAMEA103939489	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#37	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#37	sequencing assay	ERX1958635	21633_5#37_2.fq.gz	21633_5#37_2.fq.gz	ERR1898245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898245/ERR1898245_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#38	ERS1628658	SAMEA103939490	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#38	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#38	sequencing assay	ERX1958636	21633_5#38_1.fq.gz	21633_5#38_1.fq.gz	ERR1898246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898246/ERR1898246_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#38	ERS1628658	SAMEA103939490	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#38	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#38	sequencing assay	ERX1958636	21633_5#38_2.fq.gz	21633_5#38_2.fq.gz	ERR1898246	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898246/ERR1898246_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#39	ERS1628659	SAMEA103939491	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#39	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#39	sequencing assay	ERX1958637	21633_5#39_1.fq.gz	21633_5#39_1.fq.gz	ERR1898247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898247/ERR1898247_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#39	ERS1628659	SAMEA103939491	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#39	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#39	sequencing assay	ERX1958637	21633_5#39_2.fq.gz	21633_5#39_2.fq.gz	ERR1898247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898247/ERR1898247_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#3	ERS1628660	SAMEA103939492	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#3	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#3	sequencing assay	ERX1958638	21633_5#3_1.fq.gz	21633_5#3_1.fq.gz	ERR1898248	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898248/ERR1898248_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#3	ERS1628660	SAMEA103939492	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#3	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#3	sequencing assay	ERX1958638	21633_5#3_2.fq.gz	21633_5#3_2.fq.gz	ERR1898248	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898248/ERR1898248_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#40	ERS1628661	SAMEA103939493	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#40	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#40	sequencing assay	ERX1958639	21633_5#40_1.fq.gz	21633_5#40_1.fq.gz	ERR1898249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898249/ERR1898249_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#40	ERS1628661	SAMEA103939493	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#40	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#40	sequencing assay	ERX1958639	21633_5#40_2.fq.gz	21633_5#40_2.fq.gz	ERR1898249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898249/ERR1898249_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20170201
21633_5#41	ERS1628662	SAMEA103939494	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#41	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#41	sequencing assay	ERX1958640	21633_5#41_1.fq.gz	21633_5#41_1.fq.gz	ERR1898250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898250/ERR1898250_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#41	ERS1628662	SAMEA103939494	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#41	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#41	sequencing assay	ERX1958640	21633_5#41_2.fq.gz	21633_5#41_2.fq.gz	ERR1898250	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898250/ERR1898250_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#42	ERS1628663	SAMEA103939495	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#42	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#42	sequencing assay	ERX1958641	21633_5#42_1.fq.gz	21633_5#42_1.fq.gz	ERR1898251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898251/ERR1898251_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#42	ERS1628663	SAMEA103939495	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#42	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#42	sequencing assay	ERX1958641	21633_5#42_2.fq.gz	21633_5#42_2.fq.gz	ERR1898251	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898251/ERR1898251_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#43	ERS1628664	SAMEA103939496	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#43	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#43	sequencing assay	ERX1958642	21633_5#43_1.fq.gz	21633_5#43_1.fq.gz	ERR1898252	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898252/ERR1898252_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#43	ERS1628664	SAMEA103939496	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#43	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#43	sequencing assay	ERX1958642	21633_5#43_2.fq.gz	21633_5#43_2.fq.gz	ERR1898252	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898252/ERR1898252_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#44	ERS1628665	SAMEA103939497	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#44	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#44	sequencing assay	ERX1958643	21633_5#44_1.fq.gz	21633_5#44_1.fq.gz	ERR1898253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898253/ERR1898253_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#44	ERS1628665	SAMEA103939497	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#44	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#44	sequencing assay	ERX1958643	21633_5#44_2.fq.gz	21633_5#44_2.fq.gz	ERR1898253	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898253/ERR1898253_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20170201
21633_5#45	ERS1628666	SAMEA103939498	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#45	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#45	sequencing assay	ERX1958644	21633_5#45_1.fq.gz	21633_5#45_1.fq.gz	ERR1898254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898254/ERR1898254_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
21633_5#45	ERS1628666	SAMEA103939498	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#45	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#45	sequencing assay	ERX1958644	21633_5#45_2.fq.gz	21633_5#45_2.fq.gz	ERR1898254	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898254/ERR1898254_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
21633_5#46	ERS1628667	SAMEA103939499	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#46	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#46	sequencing assay	ERX1958645	21633_5#46_1.fq.gz	21633_5#46_1.fq.gz	ERR1898255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898255/ERR1898255_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
21633_5#46	ERS1628667	SAMEA103939499	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#46	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#46	sequencing assay	ERX1958645	21633_5#46_2.fq.gz	21633_5#46_2.fq.gz	ERR1898255	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898255/ERR1898255_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
21633_5#47	ERS1628668	SAMEA103939500	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#47	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#47	sequencing assay	ERX1958646	21633_5#47_1.fq.gz	21633_5#47_1.fq.gz	ERR1898256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898256/ERR1898256_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
21633_5#47	ERS1628668	SAMEA103939500	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#47	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#47	sequencing assay	ERX1958646	21633_5#47_2.fq.gz	21633_5#47_2.fq.gz	ERR1898256	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898256/ERR1898256_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
21633_5#48	ERS1628669	SAMEA103939501	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	21633_5#48	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	461	182	5'-3'-3'-5'	P-MTAB-54887	WTSI	21633_5#48	sequencing assay	ERX1958647	21633_5#48_1.fq.gz	21633_5#48_1.fq.gz	ERR1898257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898257/ERR1898257_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20170201.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20170201
